,title,sector,website,phoneNumber,address
813,"NorthWest Engineering Service, Inc.",Mechanical engineer,nwesi.com,+1 503-639-7525,"7000 SW Redwood Ln, Tigard, OR 97224, United States"
814,Jones Sports Company,Warehouse store,jonessportsco.com,+1 503-747-6141,"18199 SW Boones Ferry Rd, Portland, OR 97224, United States"
815,Portland Carpet Cleaning LLC,Carpet cleaning service,portlandcarpetcleaningllc.com,+1 503-343-4514,
816,KJM Window Cleaning West,Window cleaning service,kjmwindowcleaning.com,+1 503-703-3306,
817,Oregon Kidney and Hypertension Clinic,Doctor,oregonkidney.com,+1 503-624-5630,"15895 SW 72nd Ave, Tigard, OR 97224, United States"
818,"Air Filters Northwest, Inc.",Corporate campus,airfiltersnw.com,+1 888-968-2369,"16140 SW 72nd Ave, Portland, OR 97224, United States"
819,Cascade Aesthetic Alliance,Association or organization,cascadeaestheticalliance.org,,"6956 SW Hampton St, Tigard, OR 97223, United States"
820,LakeSide Mercedes Repair,Auto repair shop,lakesidemercedesrepair.com,+1 503-620-8021,"7390 SW Bonita Rd, Tigard, OR 97224, United States"
821,"Paul Miller - Ameriprise Financial Services, LLC",Financial planner,ameripriseadvisors.com,+1 503-360-9310,"10260 SW Greenburg Rd Ste 1170, Portland, OR 97223, United States"
822,Living Hope Renovations,Roofing contractor,livinghoperenovations.com,+1 971-217-9979,"10190 SW Inez St, Tigard, OR 97224, United States"
823,New Vision Floor Care Professionals LLC.,Carpet cleaning service,nvsfloor.com,+1 503-475-9981,
824,"Portland Residential Appraisals, Inc.",Real estate appraiser,pdxres.com,+1 503-595-8840,"12665 SW 69th Ave #200, Tigard, OR 97223, United States"
825,B&E Cleaning Services LLC,Carpet cleaning service,bandeclean.com,+1 503-917-0202,
826,Metro Mortgage Consulting LLC,Real estate consultant,metrosos.com,+1 503-524-5951,"13044 SW Broadmoor Pl, Tigard, OR 97223, United States"
827,Mama Needs Massage LLC,Massage therapist,mamaneedsmassage.com,+1 503-384-8877,"7455 SW Bridgeport Rd, Tigard, OR 97224, United States"
828,Grind Contracting,Contractor,grindcontracting.com,+1 971-666-0883,"9743 SW McDonald St, Tigard, OR 97224, United States"
829,Ameresco,Energy equipment and solutions,ameresco.com,+1 503-290-1285,"9700 SW Capitol Hwy #110, Portland, OR 97219, United States"
830,Randoid Engineering - Randall Elliott PE Consulting,Consultant,randoid.com,+1 503-310-0134,"8020 SW Churchill Ct, Portland, OR 97224, United States"
831,Thistle Chiropractic + Sports Clinic,Chiropractor,thistlechiropractic.com,+1 503-430-1952,"15895 SW 72nd Ave #120, Portland, OR 97224, United States"
832,Tualatin Learning Tree Preschool,Preschool,learningtreeschool.com,+1 503-620-9815,"18115 SW Lower Boones Ferry Rd, Portland, OR 97224, United States"
833,Fratelli,,fratellicucina.com,+1 360-258-0989,"1230 NW Hoyt St, Portland, OR 97209, United States"
834,Blades Hair LLC,Hair salon,bladeshairllc.com,+1 503-223-5228,"17942 SW McEwan Rd, Portland, OR 97224, United States"
835,Sweets Chem-Dry Carpet Cleaning,Carpet cleaning service,sweetschemdry.com,+1 503-625-3101,"16285 SW 85th Ave #404, Tigard, OR 97224, United States"
836,Karisa Williams Photography,Photography studio,karisawilliamsphotography.com,+1 360-722-4886,"14715 SW Rosario Ln, Tigard, OR 97224, United States"
837,"Jeff Clark, ND",Holistic medicine practitioner,jeffclarknd.com,+1 503-691-0901,"8555 SW Tualatin Rd, Tualatin, OR 97062, United States"
838,Central Station Steam Co,Industrial equipment supplier,cadillacmeter.com,+1 503-624-6331,"15615 SW 74th Ave, Tigard, OR 97224, United States"
839,Rush Recruiting & HR,Human resource consulting,rushrecruitingandhr.com,+1 503-481-1285,
840,"Frontier Management, LLC",Assisted living facility,frontiermgmt.com,+1 503-443-1818,"7420 SW Bridgeport Rd, Portland, OR 97224, United States"
841,"Frontier Management, LLC",Assisted living facility,frontiermgmt.com,+1 503-443-1818,"7420 SW Bridgeport Rd, Portland, OR 97224, United States"
842,Buckeye Pacific LLC,Building materials supplier,buckeyepacific.com,+1 503-228-3330,"7655 SW Mohawk St, Tualatin, OR 97062, United States"
843,"Sewer Renewal Specialists, LLC",Repair service,sewerrenewal.com,+1 971-803-2042,"12210 SW Main St #230147, Tigard, OR 97223, United States"
844,Josh Miller Real Estate Group at Keller Williams Realty Portland Premiere,Real estate agents,joshmillerrealestate.com,+1 503-989-8965,"7504 SW Bridgeport Rd, Portland, OR 97224, United States"
845,EyeHealth Northwest,Ophthalmology clinic,ehnpc.com,+1 503-227-2020,"15298 SW Royalty Pkwy, Tigard, OR 97224, United States"
846,AJ Bookkeeping LLC,Bookkeeping service,ajbookkeepingllc.com,+1 503-332-2769,
847,"Van Beek & Co., LLC",Certified public accountant,vanbeekco.com,+1 503-639-4700,"16045 SW Upper Boones Ferry Rd, Portland, OR 97224, United States"
848,Alexander Connections LLC,Accountant,alexanderconnections.com,+1 503-684-1492,"7635 SW Alder St, Portland, OR 97224, United States"
849,Nuance Systems (NSI),Manufacturer,nsi-mfg.com,+1 503-620-9922,"7233 SW Kable Ln, Portland, OR 97224, United States"
850,"WealthTarget Investment Advisors, LLC",Financial consultant,wealthtarget.com,+1 661-837-8500,"5500 Ming Ave Suite 220, Bakersfield, CA 93309, United States"
851,PWCC Marketplace,Investment service,pwccmarketplace.com,,"7560 SW Durham Rd, Tigard, OR 97224, United States"
852,A & A Painting & More LLc,General contractor,aandapaintingandmore.com,+1 971-263-9048,
853,Portland Construction LLC,Dry wall contractor,business.site,+1 971-732-6475,
854,Action Technology Systems LLC,General contractor,actiontechnology.com,+1 503-231-1992,"835 SE 17th Ave, Portland, OR 97214, United States"
855,SQ Merchant Services,ATM,sqmerchantservices.com,+1 833-564-7355,
856,Fairway America,Investment company,fairwayamerica.com,+1 503-906-9100,"16150 SW Upper Boones Ferry Rd, Portland, OR 97224, United States"
857,"Frontier Management, LLC",Assisted living facility,frontiermgmt.com,+1 503-443-1818,"7420 SW Bridgeport Rd, Portland, OR 97224, United States"
858,"Monolith Development, Inc.",Commercial real estate agency,monolithdevelopment.com,+1 360-737-1900,"601 Main St, Vancouver, WA 98660, United States"
859,Wright Manufacturing LLC,Metal fabricator,wrightmfgllc.com,+1 503-774-9689,"7474 SE Johnson Creek Blvd, Portland, OR 97206, United States"
860,JoAnn Hayden - COUNTRY Financial representative,Insurance agency,countryfinancial.com,+1 503-454-4497,"7455 SW Bridgeport Rd Ste 200, Tigard, OR 97224, United States"
861,Creekside Commons Apartments,Apartment building,princetonproperty.com,+1 503-620-7451,"7645 SW Bonita Rd, Tigard, OR 97224, United States"
862,River City Warriors,Martial arts school,rivercitywarrior.com,+1 503-360-8692,"14935 SW 72nd Ave, Tigard, OR 97224, United States"
863,J. Walthard & Associates LLC American Family Insurance,Insurance agency,agent.amfam.com,+1 503-443-1923,"15405 SW 116th Ave, Portland, OR 97224, United States"
864,Suzanne Gallagher - Wall Design Diva,Interior designer,walldesigndiva.com,+1 503-579-2787,
865,Varsity Tutors - Portland,Tutoring service,varsitytutors.com,+1 503-743-8422,
866,"Megan Jumago-Simpson, Licensed Oregon Real Estate Broker",Real estate agents,meganjumagosimpson.com,+1 503-804-4049,"7504 SW Bridgeport Rd, Portland, OR 97224, United States"
867,Corona Consulting LLC,Management school,thecoronaeffect.com,+1 541-915-0471,
868,"Breakwater Northwest, LLC",Property management company,breakwaternw.com,+1 503-319-5786,
869,Goodco Studios,Film production company,goodcostudios.com,+1 503-479-5635,
870,The Circuit Bouldering Gym Tigard,Rock climbing gym,thecircuitgym.com,+1 503-596-2332,"16255 SW Upper Boones Ferry Rd, Tigard, OR 97224, United States"
871,H Landscape Maintenance LLC,Landscaper,hlandscapemaintenancellc.com,+1 503-853-3859,"12450 SW Fischer Rd, Portland, OR 97224, United States"
872,Center Street Gold & Silver,Jewelry buyer,centerstreetgoldsilver.com,+1 503-567-3443,"8879 SW Center St, Portland, OR 97223, United States"
873,"Lost Country Farm Pet Services, LLC",Pet sitter,lostcountryfarm.com,+1 503-810-7494,"17030 SW 137th Ave, Tigard, OR 97224, United States"
874,Golden Network LLC,Transcription service,goldennetworkllc.com,+1 800-517-1045,"12210 SW Main St, Tigard, OR 97223, United States"
875,"MGN Tax & Advisory Group, LLC",Accountant,sundbergnicks.com,+1 503-329-1824,
876,Product41,Motorsports store,product41.com,+1 503-592-0441,
877,Landersweb,Website designer,landersweb.com,+1 503-866-2580,"14355 SW Racely Pl, Tigard, OR 97224, United States"
878,"Columbia Consulting Group, LLC.",Marketing consultant,columbiaconsultinggroupllc.com,+1 503-706-5355,
879,Staley Enterprises,Property management company,staleyenterprisespdx.com,+1 503-928-2375,"15350 SW Sequoia Pkwy, Portland, OR 97224, United States"
880,Acceleration Sports Medicine,Sports medicine physician,asportsmed.com,+1 503-567-3456,"6650 SW Redwood Ln #105, Tigard, OR 97224, United States"
881,Foreclosed Homeowner Solutions LLC,Property investment,cashbuyerforhouses.com,+1 503-260-1467,"15710 NE Glisan St, Portland, OR 97230, United States"
882,Skintelligent Resources,,skintelligentresources.com,+1 360-430-3727,"15115 SW Sequoia Pkwy, Portland, OR 97224, United States"
883,PacTrust,Commercial real estate agency,pactrust.com,+1 503-624-6300,
884,Finance of America Mortgage LLC,Mortgage lender,foamortgage.com,+1 503-699-6444,"16520 SW Upper Boones Ferry Rd, Portland, OR 97224, United States"
885,Quality Counts LLC,Corporate office,qualitycounts.net,+1 971-223-0000,"7409 SW Tech Center Dr #150, Portland, OR 97223, United States"
886,"NORTHWEST DISTRIBUTORS, LLC",Consultant,historicalmapsonline.com,+1 971-217-6277,"3 Monroe Pkwy P#226, Lake Oswego, OR 97035, United States"
887,Oregon Music Academy,Music school,oregonmusicacademy.com,+1 503-616-7161,"11555 SW Durham Rd a4, Tigard, OR 97224, United States"
888,Clockwork Handyman & Remodeling Services LLC,Handyman,clockworkhmrs.com,+1 971-777-5991,
889,The Clark Group,Real Estate Agency,clarkgrouprealtors.com,+1 503-336-7317,"7504 SW Bridgeport Rd, Portland, OR 97224, United States"
890,Cascade Custom Remodel & Construction,General contractor,ccr-pdx.com,+1 503-473-5253,
891,Belt Tech & Supply Inc.,Industrial equipment supplier,belttech.com,+1 503-624-7708,"11350 SW Tiedeman Ave, Tigard, OR 97223, United States"
892,Ash Creek Forest Management LLC,Environmental consultant,ashcreekforestry.org,+1 503-624-0357,"12360 SW Main St # 200, Tigard, OR 97223, United States"
893,NW HomeBuyers.net LLC,Real Estate Agency,nwhomebuyers.net,+1 888-762-1915,"7921 SE King Rd #1, Portland, OR 97222, United States"
894,"Simply Bookkeeping, LLC",Accounting firm,simply-bookkeepingllc.com,+1 971-708-0040,
895,"NutriGardens, LLC",Post office,nutrigardens.com,+1 800-639-3049,"13500 SW Pacific Hwy, Tigard, OR 97223, United States"
896,Pittman & Brooks,Certified public accountant,pittmanbrooks.com,+1 503-684-9233,"15255 SW 72nd Ave, Tigard, OR 97224, United States"
897,SR&Co.,,srcreative.co,+1 503-344-6390,"12300 SW Aspen Ridge Dr, Tigard, OR 97224, United States"
898,"Columbia Consulting Group, LLC.",Marketing consultant,columbiaconsultinggroupllc.com,+1 503-706-5355,
899,"Jessica Conwell, PsyD",Psychologist,drconwell.com,+1 503-789-9377,"15350 SW Sequoia Pkwy #105, Portland, OR 97224, United States"
900,Electric Beauty Productions,Video production service,electricbeautypro.com,+1 971-258-1974,"15115 SW Sequoia Pkwy Suite 200, Tigard, OR 97224, United States"
901,Brian Whitt Photography,Wedding photographer,brianwhitt.com,+1 503-974-6846,
902,Synergo,Association or organization,teamsynergo.com,+1 503-746-6646,"15995 SW 74th Ave, Tigard, OR 97224, United States"
903,C & L Properties LLC,Custom home builder,clpropertiesllc.com,+1 503-939-2310,
904,"The InfoTech Group, LLC",Computer support and services,theinfotechgroup.com,+1 503-684-4030,"Tigard, OR 97281, United States"
905,Eagle Bargain Outlet,Discount store,eaglebargainoutlet.com,+1 503-598-1063,"14365 SW Pacific Hwy, Tigard, OR 97224, United States"
906,Nguyen Thanh T,Doctor,oregon.providence.org,+1 503-216-0700,"18040 SW Lower Boones Ferry Rd, Tigard, OR 97224, United States"
907,"Tualatin Web, LLC",Website designer,tualatinweb.com,+1 503-852-1662,"10440 SW Kellogg Dr, Tualatin, OR 97062, United States"
908,"Talbot Korvola & Warwick, LLP",Accounting firm,tkw.com,+1 503-274-2849,"14945 SW Sequoia Pkwy Suite 150, Portland, OR 97224, United States"
909,Harris Berne Christensen LLP,Law firm,hbclawyers.com,+1 503-968-1475,"15350 SW Sequoia Pkwy #250, Portland, OR 97224, United States"
910,Renaissance at Peterkort Woods,Real Estate Agency,peterkortwoodshomes.com,+1 503-320-5141,"8880 SW Nimbus Ave, Beaverton, OR 97008, United States"
911,The Management Trust,Homeowners' association,managementtrust.com,+1 503-670-8111,"7082, 17700 SW Upper Boones Ferry Rd #120, Portland, OR 97224, United States"
912,oakhurst,Community center,oakhursthoa.org,+1 503-670-8111,"17700 SW Upper Boones Ferry Rd #120, Portland, OR 97224, United States"
913,REX HILL,Winery,rexhill.com,+1 503-538-0666,"30835 OR-99W, Newberg, OR 97132, United States"
914,Raleigh Park Elementary School,Elementary school,beaverton.k12.or.us,+1 503-356-2500,"3670 SW 78th Ave, Portland, OR 97225, United States"
915,Durham Elementary School,Elementary school,ttsdschools.org,+1 503-431-4500,"7980 SW Durham Rd, Tigard, OR 97224, United States"
916,Eldorado Mobile Villas,Mobile home park,cal-am.com,+1 503-639-8411,"17055 SW Eldorado Dr, Tigard, OR 97224, United States"
917,West Sylvan Middle School,Middle school,pps.k12.or.us,+1 503-916-5690,"8111 SW West Slope Dr, Portland, OR 97225, United States"
918,Electronics Manufacturers Association (EMA),Non-profit organization,emaoregon.org,+1 503-489-8092,
919,JUST COMPASSION,Homeless service,justcompassionewc.com,+1 503-624-4666,"12280 SW Hall Blvd, Tigard, OR 97223, United States"
920,The Management Trust,Homeowners' association,managementtrust.com,+1 503-670-8111,"7082, 17700 SW Upper Boones Ferry Rd #120, Portland, OR 97224, United States"
921,Tigard Foursquare Church,Church,tigardfoursquarechurch.org,+1 503-639-9203,"13720 SW Pacific Hwy, Portland, OR 97223, United States"
922,Hampton Inn & Suites Portland Tigard,,hilton.com,+1 971-348-5200,"11799 SW 69th Ave, Tigard, OR 97223, United States"
923,Multifamily NW (formerly Metro Multifamily Housing Association),Non-profit organization,multifamilynw.org,+1 503-213-1281,"16083 SW Upper Boones Ferry Rd #105, Tigard, OR 97224, United States"
924,Arbor Crossing Condos Homeowners' Association,Homeowners' association,kmcondo.com,+1 503-533-5407,"699 NE Adwick Dr, Beaverton, OR 97006, United States"
925,Barrington Heights,Association or organization,barrington-heights.com,+1 503-670-8111,"17700 SW Upper Boones Ferry Rd, Tigard, OR 97224, United States"
926,Fountain Gateway Church,Church,fountaingatewaychurch.com,+1 503-964-4124,"15800 SW Hall Blvd, Tigard, OR 97224, United States"
927,Hartung Farms Homeowners Association,Homeowners' association,hartungfarmshoa.com,,"3075 NW Circle A Dr, Portland, OR 97229, United States"
928,Grand View Meadows by Ichijo,Corporate office,ichijousa.com,+1 503-515-8018,"Happy Valley, OR 97086, United States"
929,Quiet Waters Outreach,Adult day care center,quietwatersoutreach.org,+1 503-620-8288,"16235 SW Woodcrest Ave, Tigard, OR 97224, United States"
930,Woodhaven,,woodhavenhoa.org,+1 503-670-8111,"17700 SW Upper Boones Ferry Rd #120, Portland, OR 97224, United States"
931,Foundation for Tigard Tualatin Schools,School,the-ftts.org,+1 503-431-4024,"6960 SW Sandburg St, Tigard, OR 97223, United States"
932,King City Civic Association,Homeowners' association,mykcca.com,+1 503-639-6565,"15245 SW 116th Ave, Portland, OR 97224, United States"
933,Women of Purpose International,Non-profit organization,womenofpurpose.com,+1 503-443-2007,"11321 SW Naeve St, Tigard, OR 97224, United States"
934,iHeartMedia Portland,Media company,iheartmedia.com,+1 503-323-6400,"13333 SW 68th Pkwy, Portland, OR 97223, United States"
935,Lone Pine Village,Housing development,lonepinevillagetd.com,+1 541-980-9323,"201 Osprey Ln W, The Dalles, OR 97058, United States"
936,With Love,Foster care service,withloveoregon.org,,"14555 SW 74th Ave, Tigard, OR 97224, United States"
937,Madrona Heights,Housing association,madronaheightshoa.org,+1 503-670-8111,"17700 SW Upper Boones Ferry Rd #120, Tigard, OR 97224, United States"
938,Parker Stables,Stable,parkerstables.com,+1 503-849-6677,"17155 SW Elsner Rd, Sherwood, OR 97140, United States"
939,Tigard Covenant Church,Church,tigardcovenant.org,+1 503-639-3084,"11321 SW Naeve St, Tigard, OR 97224, United States"
940,AUTUMN MEADOWS HOMEOWNERS ASSOCIATION,Association or organization,autumnmeadowspdx.com,+1 503-222-3800,"9320 SW Barbur Blvd, Portland, OR 97219, United States"
941,Deep Water,,deepwatermen.com,+1 503-805-8319,"14780 SW 98th Ave, Tigard, OR 97224, United States"
942,Bauer Highlands,Homeowners' association,bauerhighlands.org,+1 503-546-3400,"12190 SW 1st St, Beaverton, OR 97005, United States"
943,Cascadia,Gastropub,portlandembassysuites.com,+1 503-644-4000,"9000 SW Washington Square Rd, Tigard, OR 97223, United States"
944,River Lofts,Apartment complex,riverloftsapartments.com,+1 503-454-0723,"18540 SW Boones Ferry Rd, Tualatin, OR 97062, United States"
945,Dakota Meadows HOA,Homeowners' association,business.site,+1 503-654-0118,
946,Pacific Crest Real Estate Advisors,Financial consultant,pacificcrestrea.com,+1 503-349-0432,"11820 SW King James Pl #10c, King City, OR 97224, United States"
